ID,CrimeCode,Description,Weapon,Incidents
98161,9S,O,FIREARM,1
98162,4E,I,HANDS,1
98164,4B,I,KNIFE,1
98171,4E,I,HANDS,1
98173,4B,I,KNIFE,1
98174,3AO,O,OTHER,1
98176,4D,I,HANDS,1
98177,4E,O,HANDS,1
98178,3AF,O,FIREARM,1
98179,4C,O,OTHER,1
98180,4E,I,HANDS,1
98181,4A,O,FIREARM,1
98182,2A,I,OTHER,1
98183,9S,O,FIREARM,1
98184,1F,O,FIREARM,1
98187,3AO,O,OTHER,1
98191,4E,O,HANDS,1
98192,4E,I,HANDS,1
98200,4E,I,HANDS,1
98202,4D,O,HANDS,1
98207,4E,O,HANDS,1
98208,4E,I,HANDS,1
98215,4C,O,OTHER,1
98216,3GO,I,OTHER,1
98219,4E,O,HANDS,1
98222,3AF,O,FIREARM,1
98226,4B,O,KNIFE,1
98227,4B,O,KNIFE,1
98228,4C,I,OTHER,1
98229,4C,I,OTHER,1
98230,4E,I,HANDS,1
98231,4E,I,HANDS,1
98232,4C,O,OTHER,1
98237,3JF,I,FIREARM,1
98239,4E,O,HANDS,1
98253,3AF,O,FIREARM,1
98254,4C,I,OTHER,1
98256,4E,O,HANDS,1
98259,2A,I,OTHER,1
98260,4E,I,HANDS,1
98264,4B,O,KNIFE,1
98268,4E,O,HANDS,1
98269,4C,O,OTHER,1
98270,4E,I,HANDS,1
98274,4B,O,KNIFE,1
98276,4E,O,HANDS,1
98277,3AJF,O,FIREARM,1
98281,4A,I,FIREARM,1
98284,4E,I,HANDS,1
98285,4E,O,HANDS,1
98287,4A,O,FIREARM,1
98288,4A,O,FIREARM,1
98289,4A,O,FIREARM,1
98290,9S,O,FIREARM,1
98291,9S,O,FIREARM,1
98292,9S,O,FIREARM,1
98297,3CF,,FIREARM,1
98298,3CF,,FIREARM,1
98301,3CF,I,FIREARM,1
98302,1F,O,FIREARM,1
98307,3AJF,O,FIREARM,1
98309,4E,I,HANDS,1
98311,4B,O,KNIFE,1
98312,4E,I,HANDS,1
98315,4E,I,HANDS,1
98319,4E,I,HANDS,1
98320,4B,I,KNIFE,1
98321,4B,I,KNIFE,1
98322,3AF,O,FIREARM,1
98325,4E,I,HANDS,1
98328,3GK,I,KNIFE,1
98329,4B,I,KNIFE,1
98333,4E,I,HANDS,1
98334,4E,I,HANDS,1
98336,4E,I,HANDS,1
98339,4E,O,HANDS,1
98346,4E,I,HANDS,1
98362,4E,I,HANDS,1
98371,4E,O,HANDS,1
98375,4E,I,HANDS,1
98377,4D,I,HANDS,1
98380,4E,I,HANDS,1
98382,2A,I,OTHER,1
98386,4E,I,HANDS,1
98387,3AO,I,OTHER,1
98391,4E,O,HANDS,1
98397,4C,O,OTHER,1
98401,4E,I,HANDS,1
98406,4E,O,HANDS,1
98407,4E,I,HANDS,1
98408,4C,O,OTHER,1
98410,4E,O,HANDS,1
98420,4C,I,OTHER,1
98423,4E,I,HANDS,1
98430,4C,O,OTHER,1
98431,4A,I,FIREARM,1
98432,4C,I,OTHER,1
98433,4E,I,HANDS,1
98437,4C,O,OTHER,1
98438,4B,O,KNIFE,1
98439,4B,O,KNIFE,1
98440,4C,I,OTHER,1
98443,4D,O,HANDS,1
98448,4E,O,HANDS,1
98451,3AF,O,FIREARM,1
98453,3CF,I,FIREARM,1
98454,4E,O,HANDS,1
98455,4E,O,HANDS,1
98456,4E,I,HANDS,1
98458,4E,I,HANDS,1
98459,4E,I,HANDS,1
98466,4B,O,KNIFE,1
98471,3AO,O,OTHER,1
98477,4E,O,HANDS,1
98479,4C,O,OTHER,1
98486,3AK,O,KNIFE,1
98488,4E,I,HANDS,1
98493,4E,O,HANDS,1
98499,3AF,O,FIREARM,1
98500,4B,I,KNIFE,1
98501,4E,I,HANDS,1
98508,4E,I,HANDS,1
98512,4A,O,FIREARM,1
98516,3CO,I,OTHER,1
98518,9S,O,FIREARM,1
98523,4E,I,HANDS,1
98529,2A,O,OTHER,1
98533,3AF,O,FIREARM,1
98536,4C,O,OTHER,1
98538,4E,O,HANDS,1
98539,4E,I,HANDS,1
98545,4B,I,KNIFE,1
98548,4B,I,KNIFE,1
98551,3AK,I,KNIFE,1
98553,4E,I,HANDS,1
98563,4E,O,HANDS,1
98564,4D,O,HANDS,1
98565,4E,I,HANDS,1
98569,3AF,O,FIREARM,1
98575,4E,O,HANDS,1
98576,4E,I,HANDS,1
98577,4E,O,HANDS,1
98579,4E,O,HANDS,1
98581,4E,I,HANDS,1
98584,2A,I,OTHER,1
98585,4C,I,OTHER,1
98586,4E,O,HANDS,1
98587,4E,I,HANDS,1
98590,4E,I,HANDS,1
98592,4D,O,HANDS,1
98595,4E,I,HANDS,1
98599,4E,I,HANDS,1
98600,4E,I,HANDS,1
98606,4C,I,OTHER,1
98615,3AF,O,FIREARM,1
98617,3AF,O,FIREARM,1
98620,4E,O,HANDS,1
98623,4E,O,HANDS,1
98625,4E,O,HANDS,1
98628,4E,O,HANDS,1
98630,4E,I,HANDS,1
98631,4E,O,HANDS,1
98632,4E,I,HANDS,1
98634,4C,I,OTHER,1
98635,4E,O,HANDS,1
98638,3AF,O,FIREARM,1
98639,3AF,O,FIREARM,1
98643,4C,,OTHER,1
98645,4E,I,HANDS,1
98651,4E,I,HANDS,1
98656,3AF,O,FIREARM,1
98658,3NF,O,FIREARM,1
98659,3NF,O,FIREARM,1
98660,3AF,O,FIREARM,1
98667,4E,I,HANDS,1
98672,4C,O,OTHER,1
98673,4E,I,HANDS,1
98676,4E,O,HANDS,1
98677,4C,O,OTHER,1
98680,4C,O,OTHER,1
98682,4E,I,HANDS,1
98684,4E,I,HANDS,1
98691,4C,O,OTHER,1
98692,4E,I,HANDS,1
98694,4E,I,HANDS,1
98695,4E,O,HANDS,1
98696,3AO,O,OTHER,1
98697,4C,O,OTHER,1
98698,4E,I,HANDS,1
98703,4C,I,OTHER,1
98705,3JF,I,FIREARM,1
98708,4B,I,KNIFE,1
98709,4E,O,HANDS,1
98710,4E,I,HANDS,1
98712,4A,O,FIREARM,1
98714,4E,I,HANDS,1
98717,4E,I,HANDS,1
98720,4E,I,HANDS,1
98721,4E,I,HANDS,1
98722,4A,O,FIREARM,1
98724,9S,I,FIREARM,1
98725,9S,O,FIREARM,1
98726,4C,O,OTHER,1
98727,4C,O,OTHER,1
98728,4C,O,OTHER,1
98729,4C,O,OTHER,1
98732,4C,O,OTHER,1
98733,4E,I,HANDS,1
98734,4E,I,HANDS,1
98735,4E,I,HANDS,1
98736,4C,I,OTHER,1
98737,4E,O,HANDS,1
98746,4C,I,OTHER,1
98747,4E,I,HANDS,1
98751,4C,I,OTHER,1
98752,4C,O,OTHER,1
98753,4E,I,HANDS,1
98762,4B,O,KNIFE,1
98765,4E,I,HANDS,1
98773,4E,I,HANDS,1
98777,4E,O,HANDS,1
98779,4E,O,HANDS,1
98782,4E,O,HANDS,1
98786,4E,I,HANDS,1
98787,4A,O,FIREARM,1
98788,4E,I,HANDS,1
98794,4E,I,HANDS,1
98795,4E,,HANDS,1
98796,9S,O,FIREARM,1
98797,1F,O,FIREARM,1
98800,9S,O,FIREARM,1
98802,4C,I,OTHER,1
98806,4E,I,HANDS,1
98808,4E,I,HANDS,1
98812,4E,I,HANDS,1
98820,4E,O,HANDS,1
98822,4E,I,HANDS,1
98826,4E,I,HANDS,1
98828,3AO,O,OTHER,1
98829,3AF,O,FIREARM,1
98834,4A,,FIREARM,1
98835,4C,I,OTHER,1
98836,4B,I,KNIFE,1
98837,4E,O,HANDS,1
98839,4E,I,HANDS,1
98842,4E,O,HANDS,1
98845,4E,I,HANDS,1
98847,4B,I,KNIFE,1
98848,4E,I,HANDS,1
98849,4E,I,HANDS,1
98850,9S,O,FIREARM,1
98851,4E,I,HANDS,1
98855,4E,I,HANDS,1
98859,4E,I,HANDS,1
98860,4B,I,KNIFE,1
98876,4E,I,HANDS,1
98884,4E,I,HANDS,1
98886,4C,I,OTHER,1
98887,4E,I,HANDS,1
98891,4E,O,HANDS,1
98893,4E,I,HANDS,1
98897,4A,O,FIREARM,1
98899,4C,I,OTHER,1
98900,4E,I,HANDS,1
98902,4E,I,HANDS,1
98903,4E,I,HANDS,1
98909,4B,I,KNIFE,1
98912,4A,O,FIREARM,1
98915,4E,I,HANDS,1
98920,4E,O,HANDS,1
98921,4E,I,HANDS,1
98930,1F,O,FIREARM,1
98931,9S,O,FIREARM,1
98935,4E,I,HANDS,1
98940,4A,O,FIREARM,1
98947,4A,O,FIREARM,1
98951,4C,O,OTHER,1
98953,4E,I,HANDS,1
98959,4E,I,HANDS,1
98962,4E,I,HANDS,1
98970,4B,O,KNIFE,1
98976,4E,O,HANDS,1
98978,4E,O,HANDS,1
98988,3JF,I,FIREARM,1
98989,4B,I,KNIFE,1
98990,4E,I,HANDS,1
98991,3AJF,O,FIREARM,1
98992,4A,O,FIREARM,1
98993,4A,O,FIREARM,1
98997,4C,O,OTHER,1
99004,4B,O,KNIFE,1
99007,9S,O,FIREARM,1
99008,9S,O,FIREARM,1
99011,4E,I,HANDS,1
99015,4C,I,OTHER,1
99019,4C,I,OTHER,1
99020,4C,O,OTHER,1
99021,4A,O,FIREARM,1
99024,3JO,I,OTHER,1
99025,3JO,I,OTHER,1
99047,4E,O,HANDS,1
99052,4E,I,HANDS,1
99056,4E,I,HANDS,1
99057,4E,O,HANDS,1
99058,4E,I,HANDS,1
99065,4C,O,OTHER,1
99068,4E,I,HANDS,1
99069,4E,I,HANDS,1
99070,4C,,OTHER,1
99071,4C,I,OTHER,1
99073,4C,I,OTHER,1
99074,4C,O,OTHER,1
99079,4E,I,HANDS,1
99080,4E,I,HANDS,1
99082,4E,O,HANDS,1
99088,4E,I,HANDS,1
99090,4E,I,HANDS,1
99092,4E,I,HANDS,1
99097,4E,O,HANDS,1
99106,4E,I,HANDS,1
99110,4E,I,HANDS,1
99121,4E,O,HANDS,1
99124,4C,O,OTHER,1
99125,4C,O,OTHER,1
99130,4B,I,KNIFE,1
99131,4B,I,KNIFE,1
99134,4E,I,HANDS,1
99140,4E,I,HANDS,1
99142,4E,O,HANDS,1
99143,4E,I,HANDS,1
99144,4E,I,HANDS,1
99149,4E,I,HANDS,1
99150,4E,O,HANDS,1
99153,4E,O,HANDS,1
99154,4E,O,HANDS,1
99157,4E,O,HANDS,1
99159,4E,I,HANDS,1
99160,4E,O,HANDS,1
99161,1F,O,FIREARM,1
99162,4E,I,HANDS,1
99165,4B,O,KNIFE,1
99170,4E,O,HANDS,1
99171,4E,I,HANDS,1
99172,4E,O,HANDS,1
99174,4C,I,OTHER,1
99176,4E,I,HANDS,1
99177,4E,I,HANDS,1
99179,4E,I,HANDS,1
99182,3AK,O,KNIFE,1
99184,4E,O,HANDS,1
99185,4C,I,OTHER,1
99190,3AF,O,FIREARM,1
99191,4E,I,HANDS,1
99192,4E,O,HANDS,1
99193,4E,O,HANDS,1
99194,4E,I,HANDS,1
99196,4E,O,HANDS,1
99199,3AJF,O,FIREARM,1
99200,9S,O,FIREARM,1
99203,4A,O,FIREARM,1
99214,4E,O,HANDS,1
99215,4E,I,HANDS,1
99218,4D,I,HANDS,1
99227,4E,I,HANDS,1
99231,4E,I,HANDS,1
99233,4B,O,KNIFE,1
99236,4E,O,HANDS,1
99237,4E,I,HANDS,1
99242,4C,I,OTHER,1
99247,4E,O,HANDS,1
99248,4C,I,OTHER,1
99255,4E,I,HANDS,1
99256,4B,I,KNIFE,1
99262,4A,I,FIREARM,1
99267,4E,O,HANDS,1
99272,4E,O,HANDS,1
99283,4B,O,KNIFE,1
99284,4B,O,KNIFE,1
99286,3AO,O,OTHER,1
99288,4E,O,HANDS,1
99298,4E,O,HANDS,1
99300,4E,I,HANDS,1
99303,3CF,I,FIREARM,1
99304,4E,O,HANDS,1
99305,4E,I,HANDS,1
99309,4E,I,HANDS,1
99311,4C,O,OTHER,1
99312,4E,O,HANDS,1
99313,3AF,O,FIREARM,1
99314,3AF,O,FIREARM,1
99315,4C,O,OTHER,1
99316,4E,O,HANDS,1
99318,4C,I,OTHER,1
99322,4C,O,OTHER,1
99323,4E,O,HANDS,1
99324,4D,O,HANDS,1
99326,3CF,I,FIREARM,1
99327,4D,I,HANDS,1
99334,4D,O,HANDS,1
99339,3AK,O,KNIFE,1
99348,4C,I,OTHER,1
99365,4E,I,HANDS,1
99366,4C,I,OTHER,1
99369,4C,I,OTHER,1
99370,4E,O,HANDS,1
99371,4E,I,HANDS,1
99372,4E,I,HANDS,1
99376,4E,O,HANDS,1
99377,3AF,O,FIREARM,1
99380,4E,I,HANDS,1
99388,4E,O,HANDS,1
99394,4B,O,KNIFE,1
99395,4B,O,KNIFE,1
99397,4B,O,KNIFE,1
99404,4E,O,HANDS,1
99407,4E,O,HANDS,1
99410,4C,I,OTHER,1
99414,4E,O,HANDS,1
99415,4E,O,HANDS,1
99418,4E,I,HANDS,1
99420,4E,O,HANDS,1
99426,4B,I,KNIFE,1
99429,4D,O,HANDS,1
99431,4C,I,OTHER,1
99432,4E,O,HANDS,1
99434,4E,I,HANDS,1
99442,2A,I,OTHER,1
99443,1F,O,FIREARM,1
99445,4E,I,HANDS,1
99446,4E,I,HANDS,1
99447,3AK,O,KNIFE,1
99448,4C,O,OTHER,1
99450,4E,I,HANDS,1
99451,4E,I,HANDS,1
99452,4E,I,HANDS,1
99462,4B,O,KNIFE,1
99464,4E,I,HANDS,1
99467,4E,I,HANDS,1
99473,4C,O,OTHER,1
99479,4E,I,HANDS,1
99481,3CF,I,FIREARM,1
99484,4A,I,FIREARM,1
99485,4A,I,FIREARM,1
99490,4E,I,HANDS,1
99491,4E,I,HANDS,1
99495,4E,I,HANDS,1
99496,4C,I,OTHER,1
99500,4E,O,HANDS,1
99503,4E,O,HANDS,1
99508,4E,I,HANDS,1
99509,3AK,O,KNIFE,1
99510,4C,I,OTHER,1
99514,4A,O,FIREARM,1
99523,4E,I,HANDS,1
99525,4C,O,OTHER,1
99527,4E,I,HANDS,1
99529,4C,O,OTHER,1
99530,4E,I,HANDS,1
99532,4C,,OTHER,1
99535,4E,I,HANDS,1
99536,4B,O,KNIFE,1
99538,4D,I,HANDS,1
99551,9S,O,FIREARM,1
99556,4E,,HANDS,1
99562,3CF,I,FIREARM,1
99564,4B,O,KNIFE,1
99566,4E,O,HANDS,1
99572,4E,I,HANDS,1
99574,4E,O,HANDS,1
99577,4E,I,HANDS,1
99578,4E,O,HANDS,1
99581,4E,O,HANDS,1
99582,3EF,O,FIREARM,1
99584,4E,O,HANDS,1
99585,4E,I,HANDS,1
99586,4B,I,KNIFE,1
99587,1F,O,FIREARM,1
99589,4C,O,OTHER,1
99590,4C,I,OTHER,1
99591,4E,O,HANDS,1
99592,4E,O,HANDS,1
99593,4A,O,FIREARM,1
99594,4B,I,KNIFE,1
99596,4E,O,HANDS,1
99598,3AF,O,FIREARM,1
99599,4C,I,OTHER,1
99601,3AF,O,FIREARM,1
99605,4E,I,HANDS,1
99612,4E,I,HANDS,1
99615,4C,I,OTHER,1
99617,4C,O,OTHER,1
99618,4E,I,HANDS,1
99621,2A,I,OTHER,1
99624,4C,O,OTHER,1
99626,4E,I,HANDS,1
99631,4E,I,HANDS,1
99636,4D,O,HANDS,1
99639,4C,I,OTHER,1
99640,4B,I,KNIFE,1
99644,4E,O,HANDS,1
99650,3AF,O,FIREARM,1
99652,3AF,O,FIREARM,1
99654,3AF,O,FIREARM,1
99655,3AF,O,FIREARM,1
99656,3AF,O,FIREARM,1
99657,3AF,O,FIREARM,1
99658,3AF,O,FIREARM,1
99663,4E,I,HANDS,1
99664,4E,I,HANDS,1
99669,4E,O,HANDS,1
99670,4E,I,HANDS,1
99673,1F,I,FIREARM,1
99677,4D,I,HANDS,1
99678,4E,I,HANDS,1
99679,4E,I,HANDS,1
99681,4C,O,OTHER,1
99684,4B,I,KNIFE,1
99686,4E,O,HANDS,1
99687,4E,I,HANDS,1
99688,4C,I,OTHER,1
99692,4C,O,OTHER,1
99694,4E,O,HANDS,1
99705,4E,I,HANDS,1
99706,4E,I,HANDS,1
99707,4C,O,OTHER,1
99708,4E,I,HANDS,1
99709,4E,I,HANDS,1
99713,4E,O,HANDS,1
99714,3AF,I,FIREARM,1
99715,3AF,I,FIREARM,1
99716,3AF,I,FIREARM,1
99717,3AF,I,FIREARM,1
99718,4E,O,HANDS,1
99719,4E,I,HANDS,1
99720,4E,I,HANDS,1
99721,4E,O,HANDS,1
99725,4B,I,KNIFE,1
99726,4E,I,HANDS,1
99727,4E,I,HANDS,1
99728,4C,O,OTHER,1
99731,4B,O,KNIFE,1
99736,4D,I,HANDS,1
99737,4E,I,HANDS,1
99743,4A,O,FIREARM,1
99747,4E,I,HANDS,1
99751,4E,I,HANDS,1
99756,3CF,I,FIREARM,1
99757,3CF,I,FIREARM,1
99761,4E,O,HANDS,1
99762,4E,I,HANDS,1
99764,4E,O,HANDS,1
99765,4B,,KNIFE,1
99767,4E,I,HANDS,1
99768,4E,I,HANDS,1
99770,4E,I,HANDS,1
99781,4E,I,HANDS,1
99783,4B,O,KNIFE,1
99784,4B,I,KNIFE,1
99789,4D,O,HANDS,1
99790,4E,O,HANDS,1
99791,4E,I,HANDS,1
99792,4E,O,HANDS,1
99798,4E,I,HANDS,1
99800,4E,I,HANDS,1
99801,4B,O,KNIFE,1
99803,4C,I,OTHER,1
99804,4E,O,HANDS,1
99805,3AK,I,KNIFE,1
99807,4C,I,OTHER,1
99816,4C,O,OTHER,1
99817,4C,O,OTHER,1
99818,4C,O,OTHER,1
99819,4B,O,KNIFE,1
99823,4C,O,OTHER,1
99826,4D,O,HANDS,1
99832,4C,,OTHER,1
99833,4C,,OTHER,1
99834,4E,I,HANDS,1
99840,1F,O,FIREARM,1
99842,4E,I,HANDS,1
99844,4E,I,HANDS,1
99853,4E,I,HANDS,1
99854,4E,I,HANDS,1
99862,4E,I,HANDS,1
99863,4E,I,HANDS,1
99866,4E,,HANDS,1
99869,4E,I,HANDS,1
99874,4E,O,HANDS,1
99875,4E,O,HANDS,1
99877,3AJF,,FIREARM,1
99879,4A,O,FIREARM,1
99880,9S,O,FIREARM,1
99886,4C,O,OTHER,1
99889,3AJF,O,FIREARM,1
99890,4A,O,FIREARM,1
99891,4A,O,FIREARM,1
99892,3AF,O,FIREARM,1
99895,3AF,O,FIREARM,1
99902,4E,O,HANDS,1
99903,4E,O,HANDS,1
99904,4E,I,HANDS,1
99905,4B,I,KNIFE,1
99907,4E,O,HANDS,1
99914,4D,O,HANDS,1
99919,4D,O,HANDS,1
99922,4E,I,HANDS,1
99925,4E,O,HANDS,1
99938,3AF,O,FIREARM,1
99939,3AF,O,FIREARM,1
99950,4E,O,HANDS,1
99951,4E,I,HANDS,1
99968,4E,I,HANDS,1
99969,4E,I,HANDS,1
99973,4B,O,KNIFE,1
99976,3AJF,O,FIREARM,1
99979,4E,I,HANDS,1
99986,4E,I,HANDS,1
99998,4C,I,OTHER,1
100002,4B,I,KNIFE,1
100006,4E,I,HANDS,1
100009,4E,I,HANDS,1
100012,4E,I,HANDS,1
100015,4E,I,HANDS,1
100017,4E,I,HANDS,1
100021,9S,O,FIREARM,1
100024,4E,I,HANDS,1
100025,4E,I,HANDS,1
100026,4A,O,FIREARM,1
100031,4E,I,HANDS,1
100035,4C,I,OTHER,1
100036,4E,O,HANDS,1
100038,4E,O,HANDS,1
100050,2A,I,OTHER,1
100053,4E,I,HANDS,1
100059,4E,I,HANDS,1
100060,4C,O,OTHER,1
100067,4E,I,HANDS,1
100068,4E,O,HANDS,1
100069,4E,O,HANDS,1
100074,4E,I,HANDS,1
100081,3EF,O,FIREARM,1
100082,3AF,O,FIREARM,1
100085,4E,I,HANDS,1
100086,4E,I,HANDS,1
100089,4D,O,HANDS,1
100090,4E,O,HANDS,1
100091,4E,O,HANDS,1
100095,3AF,O,FIREARM,1
100096,4C,I,OTHER,1
100099,4E,O,HANDS,1
100103,4B,I,KNIFE,1
100104,3AF,O,FIREARM,1
100111,4E,O,HANDS,1
100117,4C,O,OTHER,1
100118,4B,I,KNIFE,1
100120,3AK,O,KNIFE,1
100121,4B,I,KNIFE,1
100122,4B,O,KNIFE,1
100125,4A,O,FIREARM,1
100127,4E,I,HANDS,1
100128,4E,I,HANDS,1
100132,3AJF,O,FIREARM,1
100133,4E,O,HANDS,1
100134,4B,I,KNIFE,1
100137,4E,O,HANDS,1
100142,4E,I,HANDS,1
100143,3CK,I,KNIFE,1
100146,4E,I,HANDS,1
100156,4E,I,HANDS,1
100164,2A,I,OTHER,1
100177,4E,I,HANDS,1
100179,4E,I,HANDS,1
100180,4E,I,HANDS,1
100182,4E,I,HANDS,1
100185,4E,O,HANDS,1
100187,4B,I,KNIFE,1
100188,4E,O,HANDS,1
100189,4E,O,HANDS,1
100190,4E,I,HANDS,1
100193,3AK,O,KNIFE,1
100195,4E,O,HANDS,1
100201,4A,I,FIREARM,1
100202,4C,O,OTHER,1
100203,4E,O,HANDS,1
100207,4E,I,HANDS,1
100211,4A,O,FIREARM,1
100212,4E,O,HANDS,1
100215,4E,O,HANDS,1
100217,4C,I,OTHER,1
100222,4E,O,HANDS,1
100227,4E,O,HANDS,1
100229,4E,I,HANDS,1
100230,1K,I,KNIFE,1
100232,4E,I,HANDS,1
100239,4E,O,HANDS,1
100240,3AF,O,FIREARM,1
100245,4E,I,HANDS,1
100246,4D,I,HANDS,1
100247,4C,O,OTHER,1
100250,4E,O,HANDS,1
100251,4E,O,HANDS,1
100253,4E,O,HANDS,1
100254,4C,I,OTHER,1
100255,4D,I,HANDS,1
100262,3AO,O,OTHER,1
100268,4E,I,HANDS,1
100271,4E,I,HANDS,1
100280,4E,I,HANDS,1
100288,4E,I,HANDS,1
100294,3AK,O,KNIFE,1
100295,4E,I,HANDS,1
100296,4E,I,HANDS,1
100301,4B,O,KNIFE,1
100302,4D,O,HANDS,1
100303,4D,O,HANDS,1
100309,4E,I,HANDS,1
100310,4C,I,OTHER,1
100311,2A,I,OTHER,1
100312,4E,O,HANDS,1
100313,4B,I,KNIFE,1
100332,4E,O,HANDS,1
100336,4E,I,HANDS,1
100337,4E,O,HANDS,1
100338,4E,I,HANDS,1
100339,4A,O,FIREARM,1
100340,4E,,HANDS,1
100341,4E,O,HANDS,1
100342,4A,O,FIREARM,1
100344,4E,O,HANDS,1
100346,4E,I,HANDS,1
100347,3AJF,O,FIREARM,1
100348,3AF,O,FIREARM,1
100349,4E,I,HANDS,1
100351,3AK,O,KNIFE,1
100352,4E,O,HANDS,1
100354,1F,O,FIREARM,1
100355,4E,I,HANDS,1
100361,4E,O,HANDS,1
100366,4E,O,HANDS,1
100367,4C,I,OTHER,1
100368,4A,I,FIREARM,1
100369,9S,I,FIREARM,1
100374,4E,O,HANDS,1
100378,4E,I,HANDS,1
100382,4C,I,OTHER,1
100387,4C,I,OTHER,1
100388,4C,I,OTHER,1
100389,4E,I,HANDS,1
100390,4C,I,OTHER,1
100394,4C,I,OTHER,1
100396,4E,I,HANDS,1
100397,4E,I,HANDS,1
100398,3AF,O,FIREARM,1
100401,4B,I,KNIFE,1
100406,4E,I,HANDS,1
100408,4E,I,HANDS,1
100419,4E,I,HANDS,1
100420,4E,I,HANDS,1
100421,3AF,O,FIREARM,1
100423,4A,I,FIREARM,1
100427,4E,O,HANDS,1
100428,9S,I,FIREARM,1
100432,4E,I,HANDS,1
100433,4E,I,HANDS,1
100441,3AO,O,OTHER,1
100442,3AK,O,KNIFE,1
100443,4E,I,HANDS,1
100444,4E,I,HANDS,1
100445,3LF,I,FIREARM,1
100446,9S,I,FIREARM,1
100448,4E,I,HANDS,1
100449,4E,I,HANDS,1
100452,4B,I,KNIFE,1
100456,4E,I,HANDS,1
100458,4E,I,HANDS,1
100459,4A,I,FIREARM,1
100460,4A,O,FIREARM,1
100462,1F,I,FIREARM,1
100463,9S,I,FIREARM,1
100464,4D,O,HANDS,1
100468,4E,O,HANDS,1
100476,4E,O,HANDS,1
100484,4A,O,FIREARM,1
100485,4E,I,HANDS,1
100488,4E,O,HANDS,1
100489,4E,I,HANDS,1
100492,4E,I,HANDS,1
100494,4E,I,HANDS,1
100495,4A,,FIREARM,1
100497,9S,O,FIREARM,1
100500,4B,O,KNIFE,1
100511,4E,I,HANDS,1
100513,4E,I,HANDS,1
100514,4E,I,HANDS,1
100516,4E,I,HANDS,1
100518,3AF,O,FIREARM,1
100520,4E,I,HANDS,1
100521,4B,O,KNIFE,1
100522,4A,O,FIREARM,1
100526,4E,O,HANDS,1
100528,4E,I,HANDS,1
100532,4E,I,HANDS,1
100533,4E,I,HANDS,1
100534,4D,I,HANDS,1
100535,4D,I,HANDS,1
100553,4E,I,HANDS,1
100558,4B,O,KNIFE,1
100559,4D,I,HANDS,1
100563,4E,I,HANDS,1
100568,3CF,I,FIREARM,1
100569,4C,O,OTHER,1
100575,4E,I,HANDS,1
100576,4E,O,HANDS,1
100579,4E,I,HANDS,1
100584,4E,I,HANDS,1
100589,4E,I,HANDS,1
100591,4A,I,FIREARM,1
100593,4E,O,HANDS,1
100594,4E,I,HANDS,1
100596,4D,O,HANDS,1
100597,4C,I,OTHER,1
100598,4E,I,HANDS,1
100608,4E,I,HANDS,1
100610,3AF,O,FIREARM,1
100611,4E,I,HANDS,1
100612,2A,I,OTHER,1
100616,3AF,O,FIREARM,1
100617,3AF,O,FIREARM,1
100619,4E,O,HANDS,1
100620,4C,I,OTHER,1
100621,3AO,O,OTHER,1
100629,4E,I,HANDS,1
100630,3AF,O,FIREARM,1
100632,4D,I,HANDS,1
100634,4E,O,HANDS,1
100637,4E,I,HANDS,1
100638,4B,I,KNIFE,1
100643,4E,O,HANDS,1
100644,3AK,O,KNIFE,1
100645,4E,I,HANDS,1
100646,4E,I,HANDS,1
100647,4E,I,HANDS,1
100648,4C,I,OTHER,1
100649,3AF,O,FIREARM,1
100650,3AF,O,FIREARM,1
100651,1K,O,KNIFE,1
100652,4E,O,HANDS,1
100653,4B,O,KNIFE,1
100654,4B,O,KNIFE,1
100655,4E,I,HANDS,1
100656,4E,O,HANDS,1
100660,3AF,O,FIREARM,1
100661,3GF,I,FIREARM,1
100662,4C,I,OTHER,1
100663,4E,I,HANDS,1
100664,4B,I,KNIFE,1
100665,3AF,O,FIREARM,1
100666,4E,O,HANDS,1
100667,4C,I,OTHER,1
100675,4E,O,HANDS,1
100679,3AF,O,FIREARM,1
100681,3CF,I,FIREARM,1
100686,4A,O,FIREARM,1
100694,4E,I,HANDS,1
100697,4E,O,HANDS,1
100698,1F,O,FIREARM,1
100706,4E,O,HANDS,1
100707,4E,I,HANDS,1
100712,4E,I,HANDS,1
100713,4E,I,HANDS,1
100720,4E,O,HANDS,1
100723,4D,O,HANDS,1
100725,4A,O,FIREARM,1
100726,9S,O,FIREARM,1
100728,4C,I,OTHER,1
100730,4E,O,HANDS,1
100731,4E,,HANDS,1
100732,4B,O,KNIFE,1
100733,4E,,HANDS,1
100735,4E,I,HANDS,1
100737,1F,O,FIREARM,1
100740,4C,I,OTHER,1
100743,4B,O,KNIFE,1
100744,4B,O,KNIFE,1
100748,4D,O,HANDS,1
100758,4E,O,HANDS,1
100761,4C,I,OTHER,1
100774,4B,I,KNIFE,1
100777,4E,O,HANDS,1
100778,4B,O,KNIFE,1
100780,4E,I,HANDS,1
100782,4E,I,HANDS,1
100783,4E,I,HANDS,1
100784,4E,I,HANDS,1
100790,4E,I,HANDS,1
100791,4E,I,HANDS,1
100792,4E,I,HANDS,1
100795,4C,O,OTHER,1
100803,4E,I,HANDS,1
100806,4C,O,OTHER,1
100810,4E,O,HANDS,1
100811,4E,O,HANDS,1
100815,4A,I,FIREARM,1
100820,4E,O,HANDS,1
100821,4E,I,HANDS,1
100823,4E,I,HANDS,1
100837,4E,O,HANDS,1
